dex_number,name,type_01,type_02,ability_01,ability_02,hidden_ability,egg_group_01,egg_group_02,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,BST,type_combo,cluster,cluster2,class
#0588,Karrablast,Bug,None,Swarm, Shed,No Guard,Bug,None,False,50,75,45,40,45,60,315,Bug/None,1,1,Underpowered
#0589,Escavalier,Bug,Steel,Swarm, Shell,Overcoat,Bug,None,False,70,135,105,60,105,20,495,Bug/Steel,2,2,balanced
#0590,Foongus,Grass,Poison,Effect,None,Regenerator,Grass,None,False,69,55,45,55,55,15,294,Grass/Poison,1,1,Underpowered
#0591,Amoonguss,Grass,Poison,Effect,None,Regenerator,Grass,None,False,114,85,70,85,80,30,464,Grass/Poison,2,2,balanced
#0592,Frillish,Water,Ghost,Water, Cursed,Damp,Amorphous,None,False,55,40,50,65,85,40,335,Water/Ghost,1,1,Underpowered
#0593,Jellicent,Water,Ghost,Water, Cursed,Damp,Amorphous,None,False,100,60,70,85,105,60,480,Water/Ghost,2,0,Tank
#0594,Alomomola,Water,None,Healer, Hydration,Regenerator,Water 1, Water 2,False,165,75,80,40,45,65,470,Water/None,2,2,balanced
#0595,Joltik,Bug,Electric,Compound, Unnerve,Swarm,Bug,None,False,50,47,50,57,50,65,319,Bug/Electric,1,1,Underpowered
#0596,Galvantula,Bug,Electric,Compound, Unnerve,Swarm,Bug,None,False,70,77,60,97,60,108,472,Bug/Electric,3,3,Fast Sweeper
#0597,Ferroseed,Grass,Steel,Iron,None,None,Grass, Mineral,False,44,50,91,24,86,10,305,Grass/Steel,1,1,Underpowered
#0598,Ferrothorn,Grass,Steel,Iron,None,Anticipation,Grass, Mineral,False,74,94,131,54,116,20,489,Grass/Steel,2,2,balanced
#0599,Klink,Steel,None,Plus, Minus,Clear Body,Mineral,None,False,40,55,70,45,60,30,300,Steel/None,1,1,Underpowered
#0600,Klang,Steel,None,Plus, Minus,Clear Body,Mineral,None,False,60,80,95,70,85,50,440,Steel/None,2,2,balanced
#0601,Klinklang,Steel,None,Plus, Minus,Clear Body,Mineral,None,False,60,100,115,70,85,90,520,Steel/None,2,0,Tank
#0602,Tynamo,Electric,None,Levitate,None,None,Amorphous,None,False,35,55,40,45,40,60,275,Electric/None,1,1,Underpowered
#0603,Eelektrik,Electric,None,Levitate,None,None,Amorphous,None,False,65,85,70,75,70,40,405,Electric/None,2,2,balanced
#0604,Eelektross,Electric,None,Levitate,None,None,Amorphous,None,False,85,115,80,105,80,50,515,Electric/None,2,0,Tank
#0605,Elgyem,Psychic,None,Telepathy, Synchronize,Analytic,Human-Like,None,False,55,55,55,85,55,30,335,Psychic/None,1,1,Underpowered
#0606,Beheeyem,Psychic,None,Telepathy, Synchronize,Analytic,Human-Like,None,False,75,75,75,125,95,40,485,Psychic/None,2,0,Tank
#0607,Litwick,Ghost,Fire,Flash, Flame,Infiltrator,Amorphous,None,False,50,30,55,65,55,20,275,Ghost/Fire,1,1,Underpowered
#0608,Lampent,Ghost,Fire,Flash, Flame,Infiltrator,Amorphous,None,False,60,40,60,95,60,55,370,Ghost/Fire,1,1,Underpowered
#0609,Chandelure,Ghost,Fire,Flash, Flame,Infiltrator,Amorphous,None,False,60,55,90,145,90,80,520,Ghost/Fire,0,0,Tank
#0610,Axew,Dragon,None,Rivalry, Mold,Unnerve,Monster, Dragon,False,46,87,60,30,40,57,320,Dragon/None,1,1,Underpowered
#0611,Fraxure,Dragon,None,Rivalry, Mold,Unnerve,Monster, Dragon,False,66,117,70,40,50,67,410,Dragon/None,3,2,balanced
#0612,Haxorus,Dragon,None,Rivalry, Mold,Unnerve,Monster, Dragon,False,76,147,90,60,70,97,540,Dragon/None,0,0,Tank
#0613,Cubchoo,Ice,None,Snow, Slush,Rattled,Field,None,False,55,70,40,60,40,40,305,Ice/None,1,1,Underpowered
#0614,Beartic,Ice,None,Snow, Slush,Swift Swim,Field,None,False,95,110,80,70,80,50,485,Ice/None,2,2,balanced
#0615,Cryogonal,Ice,None,Levitate,None,None,Mineral,None,False,70,50,30,95,135,105,485,Ice/None,3,3,Fast Sweeper
#0616,Shelmet,Bug,None,Hydration, Shell,Overcoat,Bug,None,False,50,40,85,40,65,25,305,Bug/None,1,1,Underpowered
#0617,Accelgor,Bug,None,Hydration, Sticky,Unburden,Bug,None,False,80,70,40,100,60,145,495,Bug/None,3,3,Fast Sweeper
#0618,Stunfisk,Ground,Electric,Static, Limber,Sand Veil,Water 1, Amorphous,False,109,66,84,81,99,32,471,Ground/Electric,2,2,balanced
#0619,Mienfoo,Fighting,None,Inner, Regenerator,Reckless,Field, Human-Like,False,45,85,50,55,50,65,350,Fighting/None,1,1,Underpowered
#0620,Mienshao,Fighting,None,Inner, Regenerator,Reckless,Field, Human-Like,False,65,125,60,95,60,105,510,Fighting/None,3,3,Fast Sweeper
#0621,Druddigon,Dragon,None,Rough, Sheer,Mold Breaker,Dragon, Monster,False,77,120,90,60,90,48,485,Dragon/None,2,2,balanced
#0622,Golett,Ground,Ghost,Iron, Klutz,No Guard,Mineral,None,False,59,74,50,35,50,35,303,Ground/Ghost,1,1,Underpowered
#0623,Golurk,Ground,Ghost,Iron, Klutz,No Guard,Mineral,None,False,89,124,80,55,80,55,483,Ground/Ghost,2,2,balanced
#0624,Pawniard,Dark,Steel,Defiant, Inner,Pressure,Human-Like,None,False,45,85,70,40,40,60,340,Dark/Steel,1,1,Underpowered
#0625,Bisharp,Dark,Steel,Defiant, Inner,Pressure,Human-Like,None,False,65,125,100,60,70,70,490,Dark/Steel,2,2,balanced
#0626,Bouffalant,Normal,None,Reckless, Sap,Soundproof,Field,None,False,95,110,95,40,95,55,490,Normal/None,2,2,balanced
#0627,Rufflet,Normal,Flying,Keen, Sheer,Hustle,Flying,None,False,70,83,50,37,50,60,350,Normal/Flying,1,1,Underpowered
#0628,Braviary,Normal,Flying,Keen, Sheer,Defiant,Flying,None,False,100,123,75,57,75,80,510,Normal/Flying,2,0,Tank
#0629,Vullaby,Dark,Flying,Big, Overcoat,Weak Armor,Flying,None,False,70,55,75,45,65,60,370,Dark/Flying,1,1,Underpowered
#0630,Mandibuzz,Dark,Flying,Big, Overcoat,Weak Armor,Flying,None,False,110,65,105,55,95,80,510,Dark/Flying,2,0,Tank
#0631,Heatmor,Fire,None,Gluttony, Flash,White Smoke,Field,None,False,85,97,66,105,66,65,484,Fire/None,3,0,Tank
#0632,Durant,Bug,Steel,Swarm, Hustle,Truant,Bug,None,False,58,109,112,48,48,109,484,Bug/Steel,3,0,Tank
#0633,Deino,Dark,Dragon,Hustle,None,None,Dragon,None,False,52,65,50,45,50,38,300,Dark/Dragon,1,1,Underpowered
#0634,Zweilous,Dark,Dragon,Hustle,None,None,Dragon,None,False,72,85,70,65,70,58,420,Dark/Dragon,3,2,balanced
#0635,Hydreigon,Dark,Dragon,Levitate,None,None,Dragon,None,False,92,105,90,125,90,98,600,Dark/Dragon,0,0,Tank
#0636,Larvesta,Bug,Fire,Flame,None,Swarm,Bug,None,False,55,85,55,50,55,60,360,Bug/Fire,1,1,Underpowered
#0637,Volcarona,Bug,Fire,Flame,None,Swarm,Bug,None,False,85,60,65,135,105,100,550,Bug/Fire,0,3,Fast Sweeper
#0638,Cobalion,Steel,Fighting,Justified,None,None,None,None,True,91,90,129,90,72,108,580,Steel/Fighting,0,0,Tank
#0639,Terrakion,Rock,Fighting,Justified,None,None,None,None,True,91,129,90,72,90,108,580,Rock/Fighting,0,0,Tank
#0640,Virizion,Grass,Fighting,Justified,None,None,None,None,True,91,90,72,90,129,108,580,Grass/Fighting,0,0,Tank
#0641,Tornadus,Flying,None,Prankster,None,Defiant,None,None,True,79,115,70,125,80,111,580,Flying/None,0,0,Tank
#0642,Thundurus,Electric,Flying,Prankster,None,Defiant,None,None,True,79,115,70,125,80,111,580,Electric/Flying,0,0,Tank
#0643,Reshiram,Dragon,Fire,Turboblaze,None,None,None,None,True,100,120,100,150,120,90,680,Dragon/Fire,0,0,Tank
#0644,Zekrom,Dragon,Electric,Teravolt,None,None,None,None,True,100,150,120,120,100,90,680,Dragon/Electric,0,0,Tank
#0645,Landorus,Ground,Flying,Sand,None,Sheer Force,None,None,True,89,125,90,115,80,101,600,Ground/Flying,0,0,Tank
#0646,Kyurem,Dragon,Ice,Pressure,None,None,None,None,True,125,130,90,130,90,95,660,Dragon/Ice,0,0,Tank
#0647,Keldeo,Water,Fighting,Justified,None,None,None,None,False,91,72,90,129,90,108,580,Water/Fighting,0,0,Tank
#0648,Meloetta,Normal,Psychic,Serene,None,None,None,None,False,100,77,77,128,128,90,600,Normal/Psychic,0,0,Tank
#0649,Genesect,Bug,Steel,Download,None,None,None,None,False,71,120,95,120,95,99,600,Bug/Steel,0,0,Tank
#0650,Chespin,Grass,None,Overgrow,None,Bulletproof,Field,None,False,56,61,65,48,45,38,313,Grass/None,1,1,Underpowered
#0651,Quilladin,Grass,None,Overgrow,None,Bulletproof,Field,None,False,61,78,95,56,58,57,405,Grass/None,2,2,balanced
#0652,Chesnaught,Grass,Fighting,Overgrow,None,Bulletproof,Field,None,False,88,107,122,74,75,64,530,Grass/Fighting,2,2,balanced
#0653,Fennekin,Fire,None,Blaze,None,Magician,Field,None,False,40,45,40,62,60,60,307,Fire/None,1,1,Underpowered
#0654,Braixen,Fire,None,Blaze,None,Magician,Field,None,False,59,59,58,90,70,73,409,Fire/None,3,3,Fast Sweeper
#0655,Delphox,Fire,Psychic,Blaze,None,Magician,Field,None,False,75,69,72,114,100,104,534,Fire/Psychic,0,3,Fast Sweeper
#0656,Froakie,Water,None,Torrent,None,Protean,Water 1,None,False,41,56,40,62,44,71,314,Water/None,1,1,Underpowered
#0657,Frogadier,Water,None,Torrent,None,Protean,Water 1,None,False,54,63,52,83,56,97,405,Water/None,3,3,Fast Sweeper
#0658,Greninja,Water,Dark,Torrent,None,Protean,Water 1Greninja, No Eggs DiscoveredBattle Bond Greninja,False,72,95,67,103,71,122,530,Water/Dark,3,3,Fast Sweeper
#0659,Bunnelby,Normal,None,Pickup, Cheek,Huge Power,Field,None,False,38,36,38,32,36,57,237,Normal/None,1,1,Underpowered
#0660,Diggersby,Normal,Ground,Pickup, Cheek,Huge Power,Field,None,False,85,56,77,50,77,78,423,Normal/Ground,3,2,balanced
#0661,Fletchling,Normal,Flying,Big,None,Gale Wings,Flying,None,False,45,50,43,40,38,62,278,Normal/Flying,1,1,Underpowered
#0662,Fletchinder,Fire,Flying,Flame,None,Gale Wings,Flying,None,False,62,73,55,56,52,84,382,Fire/Flying,3,1,Underpowered
#0663,Talonflame,Fire,Flying,Flame,None,Gale Wings,Flying,None,False,78,81,71,74,69,126,499,Fire/Flying,3,3,Fast Sweeper
#0664,Scatterbug,Bug,None,Shield, Compound,Friend Guard,Bug,None,False,38,35,40,27,25,35,200,Bug/None,1,1,Underpowered
#0665,Spewpa,Bug,None,Shed,None,Friend Guard,Bug,None,False,45,22,60,27,30,29,213,Bug/None,1,1,Underpowered
#0666,Vivillon,Bug,Flying,Shield, Compound,Friend Guard,Bug,None,False,80,52,50,90,50,89,411,Bug/Flying,3,3,Fast Sweeper
#0667,Litleo,Fire,Normal,Rivalry, Unnerve,Moxie,Field,None,False,62,50,58,73,54,72,369,Fire/Normal,1,1,Underpowered
#0668,Pyroar,Fire,Normal,Rivalry, Unnerve,Moxie,Field,None,False,86,68,72,109,66,106,507,Fire/Normal,3,3,Fast Sweeper
#0669,Flabébé,Fairy,None,Flower,None,Symbiosis,Fairy,None,False,44,38,39,61,79,42,303,Fairy/None,1,1,Underpowered
#0670,Floette,Fairy,None,Flower,None,Symbiosis,Fairy,None,False,54,45,47,75,98,52,371,Fairy/None,1,1,Underpowered
#0671,Florges,Fairy,None,Flower,None,Symbiosis,Fairy,None,False,78,65,68,112,154,75,552,Fairy/None,0,0,Tank
#0672,Skiddo,Grass,None,Sap,None,Grass Pelt,Field,None,False,66,65,48,62,57,52,350,Grass/None,1,1,Underpowered
#0673,Gogoat,Grass,None,Sap,None,Grass Pelt,Field,None,False,123,100,62,97,81,68,531,Grass/None,0,0,Tank
#0674,Pancham,Fighting,None,Iron, Mold,Scrappy,Field, Human-Like,False,67,82,62,46,48,43,348,Fighting/None,1,1,Underpowered
#0675,Pangoro,Fighting,Dark,Iron, Mold,Scrappy,Field, Human-Like,False,95,124,78,69,71,58,495,Fighting/Dark,2,2,balanced
#0676,Furfrou,Normal,None,Fur,None,None,Field,None,False,75,80,60,65,90,102,472,Normal/None,3,3,Fast Sweeper
#0677,Espurr,Psychic,None,Keen, Infiltrator,Own Tempo,Field,None,False,62,48,54,63,60,68,355,Psychic/None,1,1,Underpowered
#0678,Meowstic,Psychic,None,Keen, Infiltrator,Prankster,Field,None,False,74,48,76,83,81,104,466,Psychic/None,3,3,Fast Sweeper
#0679,Honedge,Steel,Ghost,No,None,None,Mineral,None,False,45,80,100,35,37,28,325,Steel/Ghost,1,1,Underpowered
#0680,Doublade,Steel,Ghost,No,None,None,Mineral,None,False,59,110,150,45,49,35,448,Steel/Ghost,2,2,balanced
#0681,Aegislash,Steel,Ghost,Stance,None,None,Mineral,None,False,60,50,150,50,150,60,520,Steel/Ghost,2,2,balanced
#0682,Spritzee,Fairy,None,Healer,None,Aroma Veil,Fairy,None,False,78,52,60,63,65,23,341,Fairy/None,1,1,Underpowered
#0683,Aromatisse,Fairy,None,Healer,None,Aroma Veil,Fairy,None,False,101,72,72,99,89,29,462,Fairy/None,2,2,balanced
#0684,Swirlix,Fairy,None,Sweet,None,Unburden,Fairy,None,False,62,48,66,59,57,49,341,Fairy/None,1,1,Underpowered
#0685,Slurpuff,Fairy,None,Sweet,None,Unburden,Fairy,None,False,82,80,86,85,75,72,480,Fairy/None,3,0,Tank
#0686,Inkay,Dark,Psychic,Contrary, Suction,Infiltrator,Water 1, Water 2,False,53,54,53,37,46,45,288,Dark/Psychic,1,1,Underpowered
#0687,Malamar,Dark,Psychic,Contrary, Suction,Infiltrator,Water 1, Water 2,False,86,92,88,68,75,73,482,Dark/Psychic,2,0,Tank
#0688,Binacle,Rock,Water,Tough, Sniper,Pickpocket,Water 3,None,False,42,52,67,39,56,50,306,Rock/Water,1,1,Underpowered
#0689,Barbaracle,Rock,Water,Tough, Sniper,Pickpocket,Water 3,None,False,72,105,115,54,86,68,500,Rock/Water,2,2,balanced
#0690,Skrelp,Poison,Water,Poison, Poison,Adaptability,Water 1, Dragon,False,50,60,60,60,60,30,320,Poison/Water,1,1,Underpowered
#0691,Dragalge,Poison,Dragon,Poison, Poison,Adaptability,Water 1, Dragon,False,65,75,90,97,123,44,494,Poison/Dragon,2,2,balanced
#0692,Clauncher,Water,None,Launcher,None,None,Water 1, Water 3,False,50,53,62,58,63,44,330,Water/None,1,1,Underpowered
#0693,Clawitzer,Water,None,Launcher,None,None,Water 1, Water 3,False,71,73,88,120,89,59,500,Water/None,2,0,Tank
#0694,Helioptile,Electric,Normal,Dry, Sand,Solar Power,Monster, Dragon,False,44,38,33,61,43,70,289,Electric/Normal,1,1,Underpowered
#0695,Heliolisk,Electric,Normal,Dry, Sand,Solar Power,Monster, Dragon,False,62,55,52,109,94,109,481,Electric/Normal,3,3,Fast Sweeper
#0696,Tyrunt,Rock,Dragon,Strong,None,Sturdy,Monster, Dragon,False,58,89,77,45,45,48,362,Rock/Dragon,1,1,Underpowered
#0697,Tyrantrum,Rock,Dragon,Strong,None,Rock Head,Monster, Dragon,False,82,121,119,69,59,71,521,Rock/Dragon,2,2,balanced
#0698,Amaura,Rock,Ice,Refrigerate,None,Snow Warning,Monster,None,False,77,59,50,67,63,46,362,Rock/Ice,1,1,Underpowered
#0699,Aurorus,Rock,Ice,Refrigerate,None,Snow Warning,Monster,None,False,123,77,72,99,92,58,521,Rock/Ice,0,0,Tank
#0700,Sylveon,Fairy,None,Cute,None,Pixilate,Field,None,False,95,65,65,110,130,60,525,Fairy/None,0,0,Tank
#0701,Hawlucha,Fighting,Flying,Limber, Unburden,Mold Breaker,FlyingGen VIII+, Human-Like,False,78,92,75,74,63,118,500,Fighting/Flying,3,3,Fast Sweeper
#0702,Dedenne,Electric,Fairy,Cheek, Pickup,Plus,Field, Fairy,False,67,58,57,81,67,101,431,Electric/Fairy,3,3,Fast Sweeper
#0703,Carbink,Rock,Fairy,Clear,None,Sturdy,Fairy, Mineral,False,50,50,150,50,150,50,500,Rock/Fairy,2,2,balanced
#0704,Goomy,Dragon,None,Sap, Hydration,Gooey,Dragon,None,False,45,50,35,55,75,40,300,Dragon/None,1,1,Underpowered
#0705,Sliggoo,Dragon,None,Sap, Hydration,Gooey,Dragon,None,False,68,75,53,83,113,60,452,Dragon/None,3,0,Tank
#0706,Goodra,Dragon,None,Sap, Hydration,Gooey,Dragon,None,False,90,100,70,110,150,80,600,Dragon/None,0,0,Tank
#0707,Klefki,Steel,Fairy,Prankster,None,Magician,Mineral,None,False,57,80,91,80,87,75,470,Steel/Fairy,3,0,Tank
#0708,Phantump,Ghost,Grass,Natural, Frisk,Harvest,Grass, Amorphous,False,43,70,48,50,60,38,309,Ghost/Grass,1,1,Underpowered
#0709,Trevenant,Ghost,Grass,Natural, Frisk,Harvest,Grass, Amorphous,False,85,110,76,65,82,56,474,Ghost/Grass,2,2,balanced
#0710,Pumpkaboo,Ghost,Grass,Pickup, Frisk,Insomnia,Amorphous,None,False,44,66,70,44,55,56,335,Ghost/Grass,1,1,Underpowered
#0711,Gourgeist,Ghost,Grass,Pickup, Frisk,Insomnia,Amorphous,None,False,55,85,122,58,75,99,494,Ghost/Grass,2,0,Tank
#0712,Bergmite,Ice,None,Own, Ice,Sturdy,Monster, MineralGen VIII+,False,55,69,85,32,35,28,304,Ice/None,1,1,Underpowered
#0713,Avalugg,Ice,None,Own, Ice,Sturdy,Monster, MineralGen VIII+,False,95,117,184,44,46,28,514,Ice/None,2,2,balanced
#0714,Noibat,Flying,Dragon,Frisk, Infiltrator,Telepathy,Flying, DragonGen VIII+,False,40,30,35,45,40,55,245,Flying/Dragon,1,1,Underpowered
#0715,Noivern,Flying,Dragon,Frisk, Infiltrator,Telepathy,Flying, DragonGen VIII+,False,85,70,80,97,80,123,535,Flying/Dragon,0,3,Fast Sweeper
#0716,Xerneas,Fairy,None,Fairy,None,None,None,None,True,126,131,95,131,98,99,680,Fairy/None,0,0,Tank
#0717,Yveltal,Dark,Flying,Dark,None,None,None,None,True,126,131,95,131,98,99,680,Dark/Flying,0,0,Tank
#0718,Zygarde,Dragon,Ground,Aura,None,None,None,None,True,108,100,121,81,95,95,600,Dragon/Ground,0,0,Tank
#0719,Diancie,Rock,Fairy,Clear,None,None,None,None,False,50,100,150,100,150,50,600,Rock/Fairy,2,2,balanced
#0720,Hoopa,Psychic,Ghost,Magician,None,None,None,None,False,80,110,60,150,130,70,600,Psychic/Ghost,0,0,Tank
#0721,Volcanion,Fire,Water,Water,None,None,None,None,False,80,110,120,130,90,70,600,Fire/Water,0,0,Tank
#0722,Rowlet,Grass,Flying,Overgrow,None,Long Reach,Flying,None,False,68,55,55,50,50,42,320,Grass/Flying,1,1,Underpowered
#0723,Dartrix,Grass,Flying,Overgrow,None,Long Reach,Flying,None,False,78,75,75,70,70,52,420,Grass/Flying,2,2,balanced
#0724,Decidueye,Grass,Ghost,Overgrow,None,Long Reach,Flying,None,False,78,107,75,100,100,70,530,Grass/Ghost,0,0,Tank
#0725,Litten,Fire,None,Blaze,None,Intimidate,Field,None,False,45,65,40,60,40,70,320,Fire/None,1,1,Underpowered
#0726,Torracat,Fire,None,Blaze,None,Intimidate,Field,None,False,65,85,50,80,50,90,420,Fire/None,3,3,Fast Sweeper
#0727,Incineroar,Fire,Dark,Blaze,None,Intimidate,Field,None,False,95,115,90,80,90,60,530,Fire/Dark,2,0,Tank
#0728,Popplio,Water,None,Torrent,None,Liquid Voice,Water 1, Field,False,50,54,54,66,56,40,320,Water/None,1,1,Underpowered
#0729,Brionne,Water,None,Torrent,None,Liquid Voice,Water 1, Field,False,60,69,69,91,81,50,420,Water/None,3,2,balanced
#0730,Primarina,Water,Fairy,Torrent,None,Liquid Voice,Water 1, Field,False,80,74,74,126,116,60,530,Water/Fairy,0,0,Tank
#0731,Pikipek,Normal,Flying,Keen, Skill,Pickup,Flying,None,False,35,75,30,30,30,65,265,Normal/Flying,1,1,Underpowered
#0732,Trumbeak,Normal,Flying,Keen, Skill,Pickup,Flying,None,False,55,85,50,40,50,75,355,Normal/Flying,1,1,Underpowered
#0733,Toucannon,Normal,Flying,Keen, Skill,Sheer Force,Flying,None,False,80,120,75,75,75,60,485,Normal/Flying,2,0,Tank
#0734,Yungoos,Normal,None,Stakeout, Strong,Adaptability,Field,None,False,48,70,30,30,30,45,253,Normal/None,1,1,Underpowered
#0735,Gumshoos,Normal,None,Stakeout, Strong,Adaptability,Field,None,False,88,110,60,55,60,45,418,Normal/None,2,2,balanced
#0736,Grubbin,Bug,None,Swarm,None,None,Bug,None,False,47,62,45,55,45,46,300,Bug/None,1,1,Underpowered
#0737,Charjabug,Bug,Electric,Battery,None,None,Bug,None,False,57,82,95,55,75,36,400,Bug/Electric,2,2,balanced
#0738,Vikavolt,Bug,Electric,Levitate,None,None,Bug,None,False,77,70,90,145,75,43,500,Bug/Electric,2,0,Tank
#0739,Crabrawler,Fighting,None,Hyper, Iron,Anger Point,Water 3,None,False,47,82,57,42,47,63,338,Fighting/None,1,1,Underpowered
#0740,Crabominable,Fighting,Ice,Hyper, Iron,Anger Point,Water 3,None,False,97,132,77,62,67,43,478,Fighting/Ice,2,2,balanced
#0741,Oricorio,Fire,Flying,Dancer,None,None,Flying,None,False,75,70,70,98,70,93,476,Fire/Flying,3,3,Fast Sweeper
#0742,Cutiefly,Bug,Fairy,Honey, Shield,Sweet Veil,Bug, Fairy,False,40,45,40,55,40,84,304,Bug/Fairy,1,1,Underpowered
#0743,Ribombee,Bug,Fairy,Honey, Shield,Sweet Veil,Bug, Fairy,False,60,55,60,95,70,124,464,Bug/Fairy,3,3,Fast Sweeper
#0744,Rockruff,Rock,None,Keen, Vital,Steadfast,Field,None,False,45,65,40,30,40,60,280,Rock/None,1,1,Underpowered
#0745,Lycanroc,Rock,None,Keen, Sand,Steadfast,Field,None,False,75,115,65,55,65,112,487,Rock/None,3,3,Fast Sweeper
#0746,Wishiwashi,Water,None,Schooling,None,None,Water 2,None,False,45,20,20,25,25,40,175,Water/None,1,1,Underpowered
#0747,Mareanie,Poison,Water,Merciless, Limber,Regenerator,Water 1,None,False,50,53,62,43,52,45,305,Poison/Water,1,1,Underpowered
#0748,Toxapex,Poison,Water,Merciless, Limber,Regenerator,Water 1,None,False,50,63,152,53,142,35,495,Poison/Water,2,2,balanced
#0749,Mudbray,Ground,None,Own, Stamina,Inner Focus,Field,None,False,70,100,70,45,55,45,385,Ground/None,2,2,balanced
#0750,Mudsdale,Ground,None,Own, Stamina,Inner Focus,Field,None,False,100,125,100,55,85,35,500,Ground/None,2,2,balanced
#0751,Dewpider,Water,Bug,Water,None,Water Absorb,Water 1, Bug,False,38,40,52,40,72,27,269,Water/Bug,1,1,Underpowered
#0752,Araquanid,Water,Bug,Water,None,Water Absorb,Water 1, Bug,False,68,70,92,50,132,42,454,Water/Bug,2,2,balanced
#0753,Fomantis,Grass,None,Leaf,None,Contrary,Grass,None,False,40,55,35,50,35,35,250,Grass/None,1,1,Underpowered
#0754,Lurantis,Grass,None,Leaf,None,Contrary,Grass,None,False,70,105,90,80,90,45,480,Grass/None,2,2,balanced
#0755,Morelull,Grass,Fairy,Illuminate, Effect,Rain Dish,Grass,None,False,40,35,55,65,75,15,285,Grass/Fairy,1,1,Underpowered
#0756,Shiinotic,Grass,Fairy,Illuminate, Effect,Rain Dish,Grass,None,False,60,45,80,90,100,30,405,Grass/Fairy,2,2,balanced
#0757,Salandit,Poison,Fire,Corrosion,None,Oblivious,Monster, Dragon,False,48,44,40,71,40,77,320,Poison/Fire,1,1,Underpowered
#0758,Salazzle,Poison,Fire,Corrosion,None,Oblivious,Monster, Dragon,False,68,64,60,111,60,117,480,Poison/Fire,3,3,Fast Sweeper
#0759,Stufful,Normal,Fighting,Fluffy, Klutz,Cute Charm,Field,None,False,70,75,50,45,50,50,340,Normal/Fighting,1,1,Underpowered
#0760,Bewear,Normal,Fighting,Fluffy, Klutz,Unnerve,Field,None,False,120,125,80,55,60,60,500,Normal/Fighting,2,2,balanced
#0761,Bounsweet,Grass,None,Leaf, Oblivious,Sweet Veil,Grass,None,False,42,30,38,30,38,32,210,Grass/None,1,1,Underpowered
#0762,Steenee,Grass,None,Leaf, Oblivious,Sweet Veil,Grass,None,False,52,40,48,40,48,62,290,Grass/None,1,1,Underpowered
#0763,Tsareena,Grass,None,Leaf, Queenly,Sweet Veil,Grass,None,False,72,120,98,50,98,72,510,Grass/None,2,2,balanced
#0764,Comfey,Fairy,None,Flower, Triage,Natural Cure,Grass,None,False,51,52,90,82,110,100,485,Fairy/None,3,3,Fast Sweeper
#0765,Oranguru,Normal,Psychic,Inner, Telepathy,Symbiosis,Field,None,False,90,60,80,90,110,60,490,Normal/Psychic,2,0,Tank
#0766,Passimian,Fighting,None,Receiver,None,Defiant,Field,None,False,100,120,90,40,60,80,490,Fighting/None,2,2,balanced
#0767,Wimpod,Bug,Water,Wimp,None,None,Bug, Water 3,False,25,35,40,20,30,80,230,Bug/Water,1,1,Underpowered
#0768,Golisopod,Bug,Water,Emergency,None,None,Bug, Water 3,False,75,125,140,60,90,40,530,Bug/Water,2,2,balanced
#0769,Sandygast,Ghost,Ground,Water,None,Sand Veil,Amorphous,None,False,55,55,80,70,45,15,320,Ghost/Ground,1,1,Underpowered
#0770,Palossand,Ghost,Ground,Water,None,Sand Veil,Amorphous,None,False,85,75,110,100,75,35,480,Ghost/Ground,2,2,balanced
#0771,Pyukumuku,Water,None,Innards,None,Unaware,Water 1,None,False,55,60,130,30,130,5,410,Water/None,2,2,balanced
#0772,Type: Null,Normal,None,Battle,None,None,None,None,True,95,95,95,95,95,59,534,Normal/None,2,0,Tank
#0773,Silvally,Normal,None,RKS,None,None,None,None,True,95,95,95,95,95,95,570,Normal/None,0,0,Tank
#0774,Minior,Rock,Flying,Shields,None,None,Mineral,None,False,60,60,100,60,100,60,440,Rock/Flying,2,2,balanced
#0775,Komala,Normal,None,Comatose,None,None,Field,None,False,65,115,65,75,95,65,480,Normal/None,3,0,Tank
#0776,Turtonator,Fire,Dragon,Shell,None,None,Monster, Dragon,False,60,78,135,91,85,36,485,Fire/Dragon,2,2,balanced
#0777,Togedemaru,Electric,Steel,Iron, Lightning,Sturdy,Field, Fairy,False,65,98,63,40,73,96,435,Electric/Steel,3,3,Fast Sweeper
#0778,Mimikyu,Ghost,Fairy,Disguise,None,None,Amorphous,None,False,55,90,80,50,105,96,476,Ghost/Fairy,3,0,Tank
#0779,Bruxish,Water,Psychic,Dazzling, Strong,Wonder Skin,Water 2,None,False,68,105,70,70,70,92,475,Water/Psychic,3,3,Fast Sweeper
#0780,Drampa,Normal,Dragon,Berserk, Sap,Cloud Nine,Monster, Dragon,False,78,60,85,135,91,36,485,Normal/Dragon,2,2,balanced
#0781,Dhelmise,Ghost,Grass,Steelworker,None,None,Mineral,None,False,70,131,100,86,90,40,517,Ghost/Grass,2,2,balanced
#0782,Jangmo-o,Dragon,None,Bulletproof, Soundproof,Overcoat,Dragon,None,False,45,55,65,45,45,45,300,Dragon/None,1,1,Underpowered
#0783,Hakamo-o,Dragon,Fighting,Bulletproof, Soundproof,Overcoat,Dragon,None,False,55,75,90,65,70,65,420,Dragon/Fighting,2,2,balanced
#0784,Kommo-o,Dragon,Fighting,Bulletproof, Soundproof,Overcoat,Dragon,None,False,75,110,125,100,105,85,600,Dragon/Fighting,0,0,Tank
